Дата операции,Референс проводки,Приход,Расход
7/3/2021 19:40,CRD_6A6743,0,1050.78
7/3/2021 18:00,CRD_4Z76X0,0,150
7/3/2021 16:20,CRD_58B923,0,157.5
7/3/2021 14:40,CRD_5M916T,0,814
7/3/2021 13:00,C170307210046070,2000,0
7/3/2021 11:20,C160307210069448,0,3333
7/3/2021 9:40,B010307210098766,4000,0
7/3/2021 8:00,C160307210069448',0,3333
7/2/2021 19:15,CRD_45C8YH,0,1916.83
7/2/2021 15:30,CRD_4YY3SF,0,29
7/2/2021 11:45,CRD_28S9SH,0,40
7/2/2021 8:00,C160207210017406,0,500
7/1/2021 20:30,CRD_8KT7U8,0,148
7/1/2021 18:00,CRD_5M70T8,0,2471.95
7/1/2021 15:30,CRD_354604,0,2078.07
7/1/2021 13:00,C160107210123361,0,200
7/1/2021 10:30,OST1_MIBLATH0001,0,3.9
7/1/2021 8:00,C180107210057570,0,200
6/30/2021 15:30,PML0628AJLQ9C001,178.82,0
6/30/2021 8:00,C173006210062833,5000,0
6/29/2021 20:00,CRD_9W68BF,0,263
6/29/2021 17:00,CRD_84T71M,0,2060.9
6/29/2021 14:00,B012906210227527,5000,0
6/29/2021 11:00,CRD_84T71M',0,2060.9
6/29/2021 8:00,CRD_6HV13M,0,1463
6/28/2021 21:07,CRD_,512,0
6/28/2021 19:15,C162806210073153,0,5000
6/28/2021 17:22,B012806210103517,6000,0
6/28/2021 15:30,C162806210073153',0,5000
6/28/2021 13:37,C072806210005342,0,500
6/28/2021 11:45,CRD_4T64H0,0,5150
6/28/2021 9:52,B012806210013984,3000,0
6/28/2021 8:00,CRD_4T64H0',0,5150
6/27/2021 21:55,CRD_2RK9ZV,0,220
6/27/2021 20:51,CRD_8AR85T,0,665.3
6/27/2021 19:47,CRD_4B65WS,0,1842
6/27/2021 18:42,CRD_3U922T,0,239
6/27/2021 17:38,CRD_3TC6WS,0,110
6/27/2021 16:34,CRD_6AT60W,0,107.72
6/27/2021 15:30,CRD_44S5KV,0,220
6/27/2021 14:25,CRD_32X2HV,0,512
6/27/2021 13:21,CRD_1CE4RV,0,2452.25
6/27/2021 12:17,C162706210054959,0,200
6/27/2021 11:12,OST1_MIAQSMW0001,0,10.73
6/27/2021 10:08,C182706210021259,0,550
6/27/2021 9:04,B012706210052065,10000,0
6/27/2021 8:00,C182706210021259',0,550
6/26/2021 20:30,CRD_5Y726E,0,150
6/26/2021 18:00,CRD_20W22E,0,550
6/26/2021 15:30,CRD_7H510F,0,4500
6/26/2021 13:00,CRD_4WF8MB,0,1685
6/26/2021 10:30,CRD_4TA3ZF,0,250
6/26/2021 8:00,CRD_13U5A9,0,783
6/25/2021 22:20,CRD_94T437,0,554
6/25/2021 21:41,CRD_2YE959,0,1380
6/25/2021 21:02,CRD_2TH196,0,1950
6/25/2021 20:23,CRD_2A40U4,0,250
6/25/2021 19:44,CRD_9XX793,0,600
6/25/2021 19:05,CRD_87E2R4,0,200
6/25/2021 18:26,CRD_8FF7M4,0,200
6/25/2021 17:46,CRD_7323W8,0,1920
6/25/2021 17:07,CRD_7E42R4,0,200
6/25/2021 16:28,CRD_5TU5S4,0,300
6/25/2021 15:49,CRD_4T87R6,0,1119
6/25/2021 15:10,CRD_4CY3M4,0,200
6/25/2021 14:31,CRD_35K904,0,50
6/25/2021 13:52,CRD_31U074,0,90
6/25/2021 13:13,CRD_3XR932,0,4600
6/25/2021 12:33,CRD_3S03S4,0,300
6/25/2021 11:54,CRD_3MN8W4,0,200
6/25/2021 11:15,CRD_29S114,0,1050
6/25/2021 10:36,CRD_1348W4,0,200
6/25/2021 9:57,CRD_1EV1N4,0,300
6/25/2021 9:18,C162506210061926,0,1200
6/25/2021 8:39,B012506210087031,25000,0
6/25/2021 8:00,C162506210061926',0,1200
6/24/2021 20:30,CRD_88A5FU,0,854
6/24/2021 18:00,CRD_6C72XN,0,562
6/24/2021 15:30,CRD_4V44AS,0,1400
6/24/2021 13:00,CRD_3B62BN,0,850
6/24/2021 10:30,CRD_2A36ZN,0,2900
6/24/2021 8:00,C162406210021193,0,7500
6/23/2021 21:55,CRD_6ZS10B,0,2020
6/23/2021 20:51,CRD_5NT4EE,0,1630
6/23/2021 19:47,CRD_38334F,0,265
6/23/2021 18:42,CRD_32M2XE,0,20
6/23/2021 17:38,CRD_3ET3ZC,0,342
6/23/2021 16:34,CRD_1TE3TE,0,280
6/23/2021 15:30,CRD_9RR1S9,0,20
6/23/2021 14:25,CRD_9CN116,0,190
6/23/2021 13:21,CRD_9CH516,0,110
6/23/2021 12:17,CRD_8X19A9,0,315
6/23/2021 11:12,CRD_73S4SB,0,120
6/23/2021 10:08,CRD_48R4Y9,0,600
6/23/2021 9:04,CRD_2AC4MB,0,2000
6/23/2021 8:00,CRD_1944RF,0,16490
6/22/2021 22:17,CRD_98T590,0,102
6/22/2021 21:34,CRD_89Z0X0,0,2200
6/22/2021 20:51,CRD_89Y1N5,0,180
6/22/2021 20:08,CRD_7SS7BZ,0,384
6/22/2021 19:25,CRD_643193,0,698
6/22/2021 18:42,CRD_6BB3Y2,0,550
6/22/2021 18:00,CRD_55B7K5,0,5840
6/22/2021 17:17,CRD_5N87U2,0,60
6/22/2021 16:34,CRD_3T63EZ,0,495
6/22/2021 15:51,CRD_98T48V,0,675
6/22/2021 15:08,CRD_9HT9K3,0,807
6/22/2021 14:25,CRD_8VS2U1,0,745
6/22/2021 13:42,CRD_8MT2T1,0,580
6/22/2021 13:00,CRD_7MW6X0,0,50
6/22/2021 12:17,CRD_57C7S3,0,60
6/22/2021 11:34,CRD_4Z31R3,0,65
6/22/2021 10:51,CRD_4HR4SY,0,840
6/22/2021 10:08,CRD_3Y7540,0,1340
6/22/2021 9:25,CRD_3UX0W0,0,575
6/22/2021 8:42,OP1ED216M001B1Z0,0,15806.24
6/22/2021 8:00,OP1ED216M0019795,52687.48,0
6/21/2021 22:07,CRD_76F51H,0,135
6/21/2021 21:14,CRD_7533AM,0,630
6/21/2021 20:21,CRD_7KN0KU,0,1394.2
6/21/2021 19:28,CRD_3S01ZS,0,241
6/21/2021 18:35,CRD_3N772T,0,20
6/21/2021 17:42,CRD_2028MU,0,1872.48
6/21/2021 16:49,CRD_2E699K,0,250
6/21/2021 15:56,CRD_1782VF,0,916.8
6/21/2021 15:03,CRD_11U5HU,0,100
6/21/2021 14:10,CRD_9A65SH,0,949
6/21/2021 13:17,CRD_8V83RK,0,140
6/21/2021 12:24,CRD_8NR3MR,0,327
6/21/2021 11:31,CRD_6S86XN,0,199
6/21/2021 10:38,CRD_55S77S,0,805
6/21/2021 9:45,CRD_54S59R,0,562
6/21/2021 8:52,CRD_50W6WH,0,900
6/21/2021 8:00,C162106210036019,0,15000
6/20/2021 21:45,CRD_69Z577,0,250
6/20/2021 20:30,CRD_8NT0H7,0,1008
6/20/2021 19:15,CRD_8BH0R7,0,165
6/20/2021 18:00,CRD_7YT0V6,0,1600
6/20/2021 16:45,CRD_5AB9Y8,0,180
6/20/2021 15:30,CRD_22R6TC,0,401
6/20/2021 14:15,CRD_2ZC4UB,0,60
6/20/2021 13:00,CRD_19T7Y8,0,1780
6/20/2021 11:45,CRD_15B2UB,0,342
6/20/2021 10:30,CRD_1079VB,0,450
6/20/2021 9:15,CRD_6RN7M6,0,1530
6/20/2021 8:00,CRD_5T54ZC,0,1810
6/19/2021 22:07,CRD_7FR0C2,0,90
6/19/2021 21:14,CRD_55B1Z3,0,721
6/19/2021 20:21,CRD_5Y26FV,0,599
6/19/2021 19:28,CRD_4305K2,0,804
6/19/2021 18:35,CRD_4WC6A3,0,22.99
6/19/2021 17:42,CRD_4S76A4,0,3225.38
6/19/2021 16:49,CRD_4C18ZW,0,1920
6/19/2021 15:56,CRD_29N9EV,0,3692
6/19/2021 15:03,CRD_27X544,0,599
6/19/2021 14:10,CRD_8Y99AW,0,252.5
6/19/2021 13:17,CRD_5UB0Z2,0,755
6/19/2021 12:24,CRD_2864ZW,0,13950
6/19/2021 11:31,CRD_28R9W1,0,1403
6/19/2021 10:38,CRD_18V01Y,0,100
6/19/2021 9:45,A021906210001642,0,1000
6/19/2021 8:52,A011906210028279,0,876
6/19/2021 8:00,A011906210028246,0,300
6/18/2021 20:00,CRD_98W6VE,0,1100
6/18/2021 17:00,CRD_6Y72UR,0,1830
6/18/2021 14:00,CRD_8T355R,0,999
6/18/2021 11:00,OP1ED216I0017ANS,0,33810
6/18/2021 8:00,OP1ED216I0016FBF,112700,0
6/17/2021 18:00,CRD_48Z513,0,930
6/17/2021 13:00,CRD_2KK6H8,0,352.9
6/17/2021 8:00,CRD_3274N3,0,364
6/16/2021 20:30,CRD_8CH5FV,0,22.3
6/16/2021 18:00,CRD_6E948R,0,1100
6/16/2021 15:30,CRD_4X91FV,0,2107.7
6/16/2021 13:00,CRD_28E36R,0,3490
6/16/2021 10:30,B011606210010254,15000,0
6/16/2021 8:00,CRD_28E36R',0,3490
6/15/2021 15:30,CRD_7BN299,0,999
6/15/2021 8:00,CRD_561129,0,2103.75
6/14/2021 21:20,CRD_5EW3W2,0,998
6/14/2021 19:40,CRD_4681K0,0,1043
6/14/2021 18:00,CRD_46F345,0,1779
6/14/2021 16:20,CRD_387723,0,69
6/14/2021 14:40,CRD_32H5H3,0,1050
6/14/2021 13:00,CRD_15F843,0,50
6/14/2021 11:20,CRD_11N5R1,0,2129
6/14/2021 9:40,CRD_62A113,0,249
6/14/2021 8:00,C161406210101075,0,750
6/13/2021 19:15,CRD_9A52KN,0,2109.28
6/13/2021 15:30,CRD_6Y40XN,0,415.5
6/13/2021 11:45,CRD_6U07XN,0,163.5
6/13/2021 8:00,CRD_4CB8XN,0,169
6/12/2021 8:00,CRD_9Y37UB,0,2545
6/11/2021 21:07,CRD_9455WZ,0,2790
6/11/2021 19:15,CRD_41Y65Y,0,140
6/11/2021 17:22,CRD_3WU1C5,0,1270
6/11/2021 15:30,CRD_2ZW8Y6,0,1079
6/11/2021 13:37,CRD_1FM8CY,0,140
6/11/2021 11:45,CRD_713320,0,115
6/11/2021 9:52,CRD_2YM840,0,12
6/11/2021 8:00,C161106210214707,0,1
6/10/2021 18:00,CRD_8U31T3,0,279
6/10/2021 13:00,MPL1_MHXLSQO0005,3102,0
6/10/2021 8:00,C171006210067078,10000,0
6/9/2021 21:20,CRD_8ZV036,0,5139.5
6/9/2021 19:40,CRD_8X6885,0,820
6/9/2021 18:00,CRD_73S32A,0,2096.41
6/9/2021 16:20,CRD_6TS7H6,0,1383.83
6/9/2021 14:40,CRD_57X82A,0,135
6/9/2021 13:00,CRD_5R01BE,0,358
6/9/2021 11:20,CRD_37T557,0,1400
6/9/2021 9:40,OST1_MHXGGRE0002,0,39
6/9/2021 8:00,C180906210027212,0,2000
6/8/2021 20:00,CRD_8839A3,0,1585
6/8/2021 17:00,CRD_8U42TY,0,50
6/8/2021 14:00,CRD_3UN4SY,0,1377
6/8/2021 11:00,CRD_90H62Z,0,7496
6/8/2021 8:00,CRD_1R75FZ,0,1250
6/7/2021 18:00,CRD_94254R,0,55
6/7/2021 13:00,CRD_7Y10NR,0,1089.39
6/7/2021 8:00,CRD_7BK4CM,0,1646.4
6/6/2021 20:51,CRD_4Z9576,0,2840
6/6/2021 18:42,CRD_25Y7BA,0,2149.07
6/6/2021 16:34,CRD_67M3WC,0,179
6/6/2021 14:25,CRD_3SK486,0,100
6/6/2021 12:17,CRD_2CN3A7,0,2599
6/6/2021 10:08,A010606210012486,0,400
6/6/2021 8:00,A010606210012466,0,300
6/5/2021 21:38,CRD_89E3TV,0,18
6/5/2021 20:16,CRD_84K66W,0,3807.97
6/5/2021 18:54,CRD_8ZZ6ZV,0,309
6/5/2021 17:32,CRD_8UZ6NV,0,189
6/5/2021 16:10,CRD_8R78AW,0,50
6/5/2021 14:49,CRD_64X4XY,0,348
6/5/2021 13:27,CRD_6261NV,0,50
6/5/2021 12:05,CRD_4NH9FW,0,2315
6/5/2021 10:43,CRD_4B39YU,0,2434.8
6/5/2021 9:21,CRD_1MS1TV,0,170
6/5/2021 8:00,CRD_,3760,0
6/4/2021 21:20,CRD_3M288M,0,199
6/4/2021 19:40,C020406210010857,0,10000
6/4/2021 18:00,C020406210010850,0,30000
6/4/2021 16:20,B010406210189881,0,25000
6/4/2021 14:40,OP1ED2164001I14V,0,49672.88
6/4/2021 13:00,OP1ED2164001EOJN,165576.28,0
6/4/2021 11:20,OP1ED2164001I0Y6,0,522
6/4/2021 9:40,OP1ED2164001EOJK,1740,0
6/4/2021 8:00,B010406210009268,500,0
6/3/2021 15:30,CRD_48564H,0,279
6/3/2021 8:00,CRD_1AV553,0,7
6/2/2021 19:15,CRD_6MK8RS,0,1327.5
6/2/2021 15:30,CRD_76Z5NS,0,294
6/2/2021 11:45,CRD_4M721T,0,490
6/2/2021 8:00,CRD_2N91UY,0,603.55
6/1/2021 21:07,CRD_2NU05E,0,14
6/1/2021 19:15,CRD_1F98VC,0,13
6/1/2021 17:22,CRD_6UU4VM,0,18800
6/1/2021 15:30,B010106210314908,19000,0
6/1/2021 13:37,CRD_6UU4VM',0,18800
6/1/2021 11:45,CRD_25F3BK,0,2310
6/1/2021 9:52,B010106210274146,5000,0
6/1/2021 8:00,CRD_25F3BK',0,2310
5/31/2021 15:30,CRD_72792T,0,449
5/31/2021 8:00,PML0628AJLQ9C001,199.26,0
5/30/2021 18:00,B013005210076842,500,0
5/30/2021 13:00,OST1_MHVJAKY0002,0,9.75
5/30/2021 8:00,C183005210025152,0,500
5/29/2021 15:30,CRD_70F92F,0,40
5/29/2021 8:00,CRD_3YU6MH,0,2015
5/28/2021 19:15,CRD_605380,0,1097
5/28/2021 15:30,CRD_6U8580,0,44
5/28/2021 11:45,CRD_2H884Z,0,140
5/28/2021 8:00,CRD_6KF8VY,0,105
5/27/2021 20:30,CRD_8NZ9EU,0,230
5/27/2021 18:00,CRD_5AK4MU,0,1799.1
5/27/2021 15:30,CRD_1HU01K,0,2084.22
5/27/2021 13:00,CRD_81N56T,0,2645
5/27/2021 10:30,CRD_7KV7ZT,0,1407
5/27/2021 8:00,CRD_4ZK5WE,0,279
5/26/2021 19:15,CRD_5136Y7,0,70
5/26/2021 15:30,CRD_2RY83C,0,1475
5/26/2021 11:45,CRD_1RB8AA,0,40
5/26/2021 8:00,B012605210048114,0,20000
5/25/2021 20:51,CRD_6XY5YW,0,1489.41
5/25/2021 18:42,CRD_520611,0,2080
5/25/2021 16:34,CRD_1779CV,0,408
5/25/2021 14:25,CRD_49X32Y,0,279
5/25/2021 12:17,CRD_27Y5WW,0,451
5/25/2021 10:08,CRD_1087WV,0,742
5/25/2021 8:00,CRD_7A5721,0,30000
5/24/2021 15:30,CRD_5274KE,0,323.42
5/24/2021 8:00,CRD_5S94NM,0,300
5/23/2021 18:00,CRD_7TR1E5,0,2077
5/23/2021 13:00,CRD_2V02T7,0,950
5/23/2021 8:00,CRD_9HB926,0,279
5/22/2021 20:30,CRD_2XB8C2,0,2180
5/22/2021 18:00,CRD_86X7N2,0,199
5/22/2021 15:30,CRD_81E2N2,0,199
5/22/2021 13:00,CRD_4C96R2,0,199
5/22/2021 10:30,CRD_3FW3UZ,0,318
5/22/2021 8:00,A022205210004898,0,1000
5/21/2021 20:51,CRD_8M72ZM,0,441.46
5/21/2021 18:42,CRD_4W209E,0,140
5/21/2021 16:34,CRD_3AH6KF,0,1232.9
5/21/2021 14:25,CRD_11K0YM,0,162.68
5/21/2021 12:17,CRD_9Z597F,0,252.5
5/21/2021 10:08,CRD_8MC37F,0,2025
5/21/2021 8:00,CRD_7YY26E,0,169
5/20/2021 20:00,CRD_7BC4V4,0,2114.55
5/20/2021 17:00,OP1ED215K0011LQR,0,33810
5/20/2021 14:00,OP1ED215K000ZK1C,112700,0
5/20/2021 11:00,B012005210064954,5000,0
5/20/2021 8:00,CRD_7H6184,0,599
5/18/2021 19:15,CRD_9TA21K,0,31800
5/18/2021 15:30,MOYB 18105000054,0,2400.41
5/18/2021 11:45,B011805210172560,35000,0
5/18/2021 8:00,CRD_9TA21K',0,31800
5/17/2021 8:00,MOYB 17105000007,0,589.59
5/16/2021 18:00,CRD_3BW6RV,0,24808.23
5/16/2021 13:00,B011605210138225,25000,0
5/16/2021 8:00,CRD_3BW6RV',0,24808.23
5/15/2021 20:30,CRD_7RF2C9,0,87
5/15/2021 18:00,CRD_7M06B9,0,474
5/15/2021 15:30,CRD_5YV9UA,0,2316.87
5/15/2021 13:00,CRD_1T11NF,0,580
5/15/2021 10:30,B011505210066335,3000,0
5/15/2021 8:00,CRD_5YV9UA',0,2316.87
5/14/2021 21:07,CRD_8288S5,0,3185
5/14/2021 19:15,CRD_62T10Z,0,735
5/14/2021 17:22,CRD_52M76Z,0,56.67
5/14/2021 15:30,CRD_3VV29Z,0,1465
5/14/2021 13:37,CRD_3UN87Y,0,149
5/14/2021 11:45,B011405210227847,6000,0
5/14/2021 9:52,CRD_3VV29Z',0,1465
5/14/2021 8:00,CRD_9CZ483,0,5244.15
5/13/2021 19:15,CRD_81T59M,0,1700
5/13/2021 15:30,CRD_6ZT8CM,0,92.73
5/13/2021 11:45,CRD_3UF6CM,0,380
5/13/2021 8:00,CRD_3SU3BM,0,1269.56
5/12/2021 18:00,CRD_89008A,0,1097
5/12/2021 13:00,CRD_3T4859,0,1043.69
5/12/2021 8:00,CRD_4UC3M7,0,165
5/11/2021 20:51,CRD_9E29WW,0,1460.63
5/11/2021 18:42,CRD_76X0X0,0,358
5/11/2021 16:34,CRD_1TC0Y0,0,637
5/11/2021 14:25,CRD_6463BW,0,36
5/11/2021 12:17,CRD_3EC22V,0,169
5/11/2021 10:08,CRD_2W66AW,0,44
5/11/2021 8:00,C171105210016704,10000,0
5/10/2021 18:00,CRD_40M87K,0,2595
5/10/2021 13:00,CRD_4T50MF,0,240
5/10/2021 8:00,MPL1_MHRNPLI0001,3026.3,0
5/9/2021 19:15,CRD_8XW5MA,0,56.09
5/9/2021 15:30,CRD_4XF3MA,0,623.96
5/9/2021 11:45,CRD_32F9RA,0,540
5/9/2021 8:00,CRD_2Y36RA,0,608.01
5/8/2021 8:00,CRD_10S86Z,0,279
5/7/2021 19:15,CRD_9N65NS,0,37
5/7/2021 15:30,CRD_4XT2NS,0,3261.75
5/7/2021 11:45,CRD_4TZ3SM,0,695
5/7/2021 8:00,CRD_8FU37H,0,279
5/6/2021 21:07,CRD_5832S7,0,1542.23
5/6/2021 19:15,CRD_3HM1UA,0,1200
5/6/2021 17:22,CRD_8HK93A,0,1960
5/6/2021 15:30,CRD_6EV28A,0,230
5/6/2021 13:37,CRD_5S60N7,0,3870
5/6/2021 11:45,CRD_4YT7A9,0,740
5/6/2021 9:52,CRD_2708A9,0,160
5/6/2021 8:00,CRD_1HT9F7,0,2600
5/5/2021 18:00,CRD_79R7F3,0,1931.3
5/5/2021 13:00,CRD_4983BY,0,408
5/5/2021 8:00,CRD_46672U,0,179
5/4/2021 20:30,CRD_4EC40S,0,199
5/4/2021 18:00,CRD_9AR54N,0,1913.87
5/4/2021 15:30,CRD_5193ZC,0,2434.8
5/4/2021 13:00,CRD_51T0KT,0,1788.3
5/4/2021 10:30,CRD_4BW3SR,0,100
5/4/2021 8:00,CRD_20M5NR,0,100
5/3/2021 20:30,CRD_14X0XE,0,1174
5/3/2021 18:00,CRD_1MM7EE,0,1730
5/3/2021 15:30,CRD_6WY89C,0,250
5/3/2021 13:00,CRD_6NT3MC,0,350
5/3/2021 10:30,CRD_4KU4EC,0,200
5/3/2021 8:00,CRD_1F692C,0,270
5/2/2021 18:00,CRD_7XX4N1,0,866
5/2/2021 13:00,CRD_95W1T4,0,179
5/2/2021 8:00,CRD_51N442,0,3883.68
5/1/2021 20:51,CRD_8EC57R,0,1221.84
5/1/2021 18:42,CRD_56H55U,0,591.5
5/1/2021 16:34,CRD_48Y07V,0,10692
5/1/2021 14:25,CRD_3749BR,0,164
5/1/2021 12:17,CRD_16F18V,0,129
5/1/2021 10:08,CRD_11W49R,0,428.2
5/1/2021 8:00,CRD_1BE88V,0,169
4/30/2021 21:07,CRD_7FK2VE,0,655
4/30/2021 19:15,CRD_16Y5UE,0,550
4/30/2021 17:22,PML0628AJLQ9C001,205.64,0
4/30/2021 15:30,B013004210405779,0,30000
4/30/2021 13:37,OP1ED214U002736E,0,35435.7
4/30/2021 11:45,OP1ED214U002536W,118119.01,0
4/30/2021 9:52,OP1ED214U002730X,0,522
4/30/2021 8:00,OP1ED214U002536S,1740,0
4/29/2021 8:00,CRD_1U618W,0,449
4/28/2021 19:15,CRD_7AT9VK,0,70
4/28/2021 15:30,CRD_1500XS,0,3490
4/28/2021 11:45,B012804210201959,5000,0
4/28/2021 8:00,CRD_1500XS',0,3490
4/27/2021 19:15,CRD_7Z11V5,0,557
4/27/2021 15:30,CRD_6FH3M5,0,239
4/27/2021 11:45,CRD_22T277,0,206
4/27/2021 8:00,CRD_11R397,0,131
4/26/2021 19:15,CRD_7CB6RV,0,1741.53
4/26/2021 15:30,CRD_2U624Z,0,2084.86
4/26/2021 11:45,B012604210017869,5000,0
4/26/2021 8:00,CRD_2U624Z',0,2084.86
4/25/2021 20:51,CRD_7M69AM,0,38.99
4/25/2021 18:42,CRD_7HM0BK,0,3450
4/25/2021 16:34,CRD_6XR8CH,0,19078
4/25/2021 14:25,B012504210013917,20000,0
4/25/2021 12:17,CRD_6XR8CH',0,19078
4/25/2021 10:08,CRD_58A3VM,0,1500
4/25/2021 8:00,CRD_4A45VN,0,460
4/24/2021 20:30,CRD_9AE3KC,0,1540
4/24/2021 18:00,CRD_6XR6U6,0,270
4/24/2021 15:30,CRD_42K51C,0,190
4/24/2021 13:00,CRD_1614B8,0,250
4/24/2021 10:30,CRD_1W08F8,0,150
4/24/2021 8:00,CRD_1EA6H8,0,200
4/23/2021 20:51,CRD_2M78Z1,0,813.46
4/23/2021 18:42,CRD_733930,0,670
4/23/2021 16:34,CRD_6E35T1,0,229
4/23/2021 14:25,CRD_5578S0,0,180
4/23/2021 12:17,CRD_5BR9ZV,0,279
4/23/2021 10:08,C022304210007456,0,35000
4/23/2021 8:00,B012304210134041,0,20000
4/22/2021 15:30,CRD_5841KN,0,1841.48
4/22/2021 8:00,CRD_52B1HM,0,1980
4/21/2021 21:38,CRD_84M3MA,0,2868
4/21/2021 20:16,CRD_356618,0,1958.98
4/21/2021 18:54,CRD_3E37SA,0,300
4/21/2021 17:32,CRD_19K2SA,0,3680
4/21/2021 16:10,CRD_884527,0,150
4/21/2021 14:49,CRD_83F279,0,90
4/21/2021 13:27,CRD_8U91Z4,0,169
4/21/2021 12:05,CRD_769969,0,180
4/21/2021 10:43,CRD_6EB3X7,0,245
4/21/2021 9:21,CRD_5UC55A,0,40
4/21/2021 8:00,CRD_5M1789,0,1400
4/20/2021 19:15,CRD_55K0SV,0,599
4/20/2021 15:30,CRD_055227,26,0
4/20/2021 11:45,OP1ED214K001EAW8,0,33810
4/20/2021 8:00,OP1ED214K001CR6B,112700,0
4/19/2021 19:15,CRD_8BF87F,0,840.88
4/19/2021 15:30,CRD_1WK4CK,0,199.8
4/19/2021 11:45,CRD_6F4728,0,279
4/19/2021 8:00,CRD_25C5AH,0,1952.91
4/18/2021 18:00,CRD_79008A,0,800
4/18/2021 13:00,B011804210073012,5000,0
4/18/2021 8:00,CRD_79008A',0,800
4/17/2021 21:30,CRD_9NB7VW,0,59
4/17/2021 20:00,CRD_5N67SW,0,431
4/17/2021 18:30,CRD_43764W,0,469.9
4/17/2021 17:00,CRD_3W505Z,0,538
4/17/2021 15:30,CRD_3UH5F0,0,279
4/17/2021 14:00,CRD_19985W,0,249
4/17/2021 12:30,MOYB 17104000027,0,2964.81
4/17/2021 11:00,B011704210017450,5000,0
4/17/2021 9:30,MOYB 17104000027',0,2964.81
4/17/2021 8:00,MOYB 17104000012,0,25.19
4/16/2021 18:00,CRD_6SX6SE,0,140
4/16/2021 13:00,CRD_6KY5FH,0,1420
4/16/2021 8:00,CRD_49055M,0,3238.08
4/15/2021 20:51,CRD_15N8F8,0,996
4/15/2021 18:42,B011504210342298,5000,0
4/15/2021 16:34,CRD_15N8F8',0,996
4/15/2021 14:25,CRD_9444M7,0,368
4/15/2021 12:17,CRD_74Z3S4,0,45
4/15/2021 10:08,CRD_6KV94C,0,179
4/15/2021 8:00,C021504210005647,0,30000
4/14/2021 20:30,CRD_55W530,0,955.25
4/14/2021 18:00,CRD_30N120,0,553
4/14/2021 15:30,CRD_9MK1NU,0,135
4/14/2021 13:00,CRD_5645FY,0,270
4/14/2021 10:30,CRD_5X10FY,0,180
4/14/2021 8:00,CRD_4VV66T,0,149
4/13/2021 18:00,CRD_98K82K,0,2721.73
4/13/2021 13:00,CRD_8KN8WH,0,1262.9
4/13/2021 8:00,CRD_1U46VH,0,465
4/12/2021 20:00,CRD_78X934,0,1603.63
4/12/2021 17:00,CRD_4TB804,0,149
4/12/2021 14:00,CRD_37A6N2,0,279
4/12/2021 11:00,A011204210133008,0,200
4/12/2021 8:00,MPL1_MHMHCFZ0003,2244.23,0
4/11/2021 18:00,CRD_5UW0RU,0,18
4/11/2021 13:00,CRD_1SK9SU,0,3077.02
4/11/2021 8:00,CRD_6771TT,0,169
4/10/2021 20:51,CRD_9M584M,0,1167.2
4/10/2021 18:42,CRD_8TS3RK,0,500
4/10/2021 16:34,CRD_6S24WC,0,279
4/10/2021 14:25,CRD_4YX44K,0,10260
4/10/2021 12:17,CRD_21834K,0,1500
4/10/2021 10:08,C161004210075108,0,720
4/10/2021 8:00,C161004210074567,0,450
4/9/2021 18:00,CRD_2X31B2,0,140
4/9/2021 13:00,CRD_8X9736,0,135
4/9/2021 8:00,C170904210025437,10000,0
4/8/2021 20:30,CRD_93W17S,0,2434.8
4/8/2021 18:00,CRD_9YV1CV,0,2064.19
4/8/2021 15:30,CRD_9AR6NS,0,252.5
4/8/2021 13:00,CRD_3SF2HY,0,179
4/8/2021 10:30,A010804210010507,0,400
4/8/2021 8:00,A010804210010505,0,400
4/7/2021 15:30,CRD_8US37K,0,1212.41
4/7/2021 8:00,CRD_61R47C,0,398
4/6/2021 21:38,CRD_8K29T3,0,50
4/6/2021 20:16,CRD_74M6N3,0,2000
4/6/2021 18:54,CRD_4319Y5,0,3800
4/6/2021 17:32,CRD_1Y83T3,0,30
4/6/2021 16:10,CRD_1F54R3,0,598
4/6/2021 14:49,CRD_1F50U3,0,50
4/6/2021 13:27,CRD_2X07C4,0,3959.41
4/6/2021 12:05,C020604210000857,0,10000
4/6/2021 10:43,A010604210015796,0,300
4/6/2021 9:21,A020604210000955,0,1000
4/6/2021 8:00,A020604210000954,0,1000
4/5/2021 20:00,CRD_95345Z,0,1226.83
4/5/2021 17:00,OP1ED2145001RRO5,0,32846.67
4/5/2021 14:00,OP1ED2145001N6Q7,109488.9,0
4/5/2021 11:00,OP1ED2145001RRHA,0,522
4/5/2021 8:00,OP1ED2145001N6PZ,1740,0
4/3/2021 19:15,CRD_5VF526,0,2010
4/3/2021 15:30,A010304210101275,0,124
4/3/2021 11:45,B010304210023743,2000,0
4/3/2021 8:00,CRD_5VF526',0,2010
4/2/2021 21:30,CRD_5F02BY,0,1140.81
4/2/2021 20:00,CRD_4WR3BY,0,192
4/2/2021 18:30,CRD_3FV5BY,0,469
4/2/2021 17:00,CRD_1Z57S0,0,2100
4/2/2021 15:30,B010204210161105,2200,0
4/2/2021 14:00,CRD_1Z57S0',0,2100
4/2/2021 12:30,CRD_8Y71T0,0,180
4/2/2021 11:00,CRD_6E61SZ,0,160
4/2/2021 9:30,CRD_6FB29W,0,77000
4/2/2021 8:00,B010204210046775,77000,0
3/31/2021 21:50,PML0628AJLQ9C001,63.29,0
3/31/2021 20:41,B013103210077375,2000,0
